transaction_id,customer_id,customer_name,account_type,transaction_date,transaction_type,amount,merchant_category,merchant_name,country,flagged_by_system,account_balance_after,notes
TXN-100227,CUST-1004,Priya Nair,business,2026-05-30,withdrawal,8819.74,atm,Chase ATM,US,False,-35166.45,miscellaneous
TXN-100116,CUST-1020,Samuel Green,savings,2026-05-30,debit,71.85,retail,Walmart,US,False,41750.87,
TXN-100049,CUST-1010,Susan Park,checking,2026-05-30,credit,203.94,retail,Home Depot,US,False,39296.93,
TXN-100292,CUST-1022,Derek Williams,checking,2026-05-30,debit,126.19,utilities,Duke Energy,US,False,7800.82,
TXN-100106,CUST-1019,Diana Mbeki,savings,2026-05-30,debit,200.54,utilities,Duke Energy,US,False,8345.47,
TXN-100500,CUST-1022,Derek Williams,checking,2026-05-30,debit,283.83,retail,Walmart,US,False,6582.8,
TXN-100025,CUST-1005,Robert Mwangi,business,2026-05-31,credit,205.51,other,Shell Gas,US,False,6977.46,
TXN-100231,CUST-1007,Ahmed Hassan,checking,2026-05-31,debit,4367.04,crypto,Gemini Exchange,US,False,-5244.25,
TXN-100433,CUST-1025,Christine Lee,checking,2026-05-31,credit,40.95,utilities,City Water Dept,US,False,22190.88,
TXN-100378,CUST-1019,Diana Mbeki,savings,2026-05-31,debit,183.5,utilities,Duke Energy,US,False,7858.7,
TXN-100429,CUST-1021,Olga Ivanova,savings,2026-05-31,credit,166.15,other,Shell Gas,US,False,30642.78,
TXN-100305,CUST-1019,Diana Mbeki,savings,2026-05-31,debit,88.56,utilities,City Water Dept,US,False,7481.69,
TXN-100464,CUST-1021,Olga Ivanova,savings,2026-05-31,debit,169.85,other,Shell Gas,US,False,30427.29,
TXN-100363,CUST-1019,Diana Mbeki,savings,2026-06-01,debit,249.96,other,CVS Pharmacy,US,False,7986.22,
TXN-100002,CUST-1001,James Okafor,business,2026-06-01,credit,353.89,other,Starbucks,US,False,6569.07,
TXN-100384,CUST-1021,Olga Ivanova,savings,2026-06-01,credit,299.19,retail,Amazon,US,False,30550.08,
TXN-100424,CUST-1024,Paul Adeyemi,checking,2026-06-01,credit,48.59,other,McDonald's,US,False,42830.28,
TXN-100062,CUST-1013,Michael Osei,savings,2026-06-02,debit,46.87,retail,Target,US,False,48308.04,
TXN-100338,CUST-1023,Nadia Suleiman,checking,2026-06-02,debit,52.86,utilities,City Water Dept,US,False,39961.24,
TXN-100100,CUST-1018,Yuki Tanaka,checking,2026-06-02,debit,123.32,retail,Target,US,False,48696.91,
TXN-100016,CUST-1004,Priya Nair,business,2026-06-02,debit,477.37,utilities,Con Edison,US,False,31094.79,
TXN-100217,CUST-1008,Elena Petrov,investment,2026-06-03,debit,2608.41,retail,Best Buy,US,False,-738.81,overdraft risk
TXN-100267,CUST-1020,Samuel Green,savings,2026-06-03,credit,202.79,utilities,City Water Dept,US,False,41270.91,
TXN-100069,CUST-1014,Rachel Kim,savings,2026-06-03,debit,140.73,other,Starbucks,US,False,9409.52,
TXN-100022,CUST-1005,Robert Mwangi,business,2026-06-03,credit,409.85,retail,Costco,US,False,6622.69,
TXN-100286,CUST-1018,Yuki Tanaka,checking,2026-06-03,credit,34.26,utilities,AT&T,US,False,47282.95,
TXN-100180,CUST-1004,Priya Nair,business,2026-06-03,debit,1510.44,retail,Costco,KP,False,28246.79,
TXN-100018,CUST-1004,Priya Nair,business,2026-06-03,debit,84.89,other,McDonald's,US,False,30751.14,
TXN-100092,CUST-1017,Brian O'Connor,checking,2026-06-03,debit,404.01,retail,Costco,US,False,37238.76,
TXN-100077,CUST-1015,Kevin Torres,savings,2026-06-04,debit,134.81,utilities,Duke Energy,US,False,9403.49,
TXN-100020,CUST-1004,Priya Nair,business,2026-06-04,credit,440.57,retail,Amazon,US,False,30888.23,
TXN-100327,CUST-1015,Kevin Torres,savings,2026-06-04,debit,16.55,other,CVS Pharmacy,US,False,10082.61,
TXN-100332,CUST-1019,Diana Mbeki,savings,2026-06-04,credit,43.04,utilities,AT&T,US,False,7700.48,
TXN-100220,CUST-1003,David Chen,business,2026-06-04,withdrawal,8480.58,atm,Citibank ATM,US,False,13095.7,miscellaneous
TXN-100431,CUST-1018,Yuki Tanaka,checking,2026-06-04,credit,232.5,retail,Target,US,False,47232.31,
